handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:stg:wpaper,replication@gwdg.de,Replication Working Papers,http://replication.uni-goettingen.de,RePEc:edi:isgoede,"Institut f√ºr Statistik und √ñkonometrie, Wirtschaftswissenschaftliche Fakult√§t, Georg-August-Universit√§t G√∂ttingen, Replication project",ReDIF-Series 1.0
RePEc:sti:wpaper,mk@sceme.org.uk,SCEME Working Papers: Advances in Economic Methodology,http://www.sceme.org.uk/,RePEc:edi:scemeuk,SCEME,ReDIF-Series 1.0
RePEc:stl:stledp,liam.delaney@stir.ac.uk,Stirling Economics Discussion Papers,http://www.econ.stir.ac.uk/,RePEc:edi:destiuk,"University of Stirling, Division of Economics",ReDIF-Series 1.0
RePEc:stn:sotoec,ec-pgr@socsci.soton.ac.uk,Discussion Paper Series In Economics And Econometrics,,RePEc:edi:desotuk,"Economics Division, School of Social Sciences, University of Southampton",ReDIF-Series 1.0
RePEc:sto:artrev,revesco@ccee.ucm.es,Articulos de REVESCO Revista de Estudios Cooperativos,http://www.ucm.es/info/revesco/,RePEc:edi:feucmes,"Universidad Complutense de Madrid, Facultad de Ciencias EconÛmicas y Empresariales",ReDIF-Series 1.0
RePEc:stp:workin,nils.henrik.solum@nifu.no,STEP Working paper series,http://www.nifu.no/,RePEc:edi:steppno,"The STEP Group, Studies in technology, innovation and economic policy",ReDIF-Series 1.0
RePEc:str:wpaper,kirsty.hall@strath.ac.uk,Working Papers,http://www.strath.ac.uk/economics/,RePEc:edi:edstruk,"University of Strathclyde Business School, Department of Economics",ReDIF-Series 1.0
RePEc:stt:journl,verlag@betriebs-berater.de,Netzwirtschaften & Recht,http://www.ruw.de/zeitschriften/,RePEc:edi:ivstude,Verlag Recht und Wirtschaft,ReDIF-Series 1.0
RePEc:stz:wpaper,tessonec@ethz.ch,Working Papers,http://web.sg.ethz.ch/wps,RePEc:edi:dmethch,"ETH Zurich, Chair of Systems Design",ReDIF-Series 1.0
RePEc:sua:sekowp,alejandro.engelmann@slu.se,Department of Forest Economics publications,http://www.slu.se/en/faculties/s/about-the-faculty/departments/department-of-forest-economics/,RePEc:edi:issluse,"Swedish University of Agricultural Sciences, Department of forest economics",ReDIF-Series 1.0
RePEc:suf:bpaper,fconte@beaconhill.org,Working Papers,http://www.beaconhill.org,RePEc:edi:bhsufus,"Suffolk University, The Beacon Hill Institute",ReDIF-Series 1.0
RePEc:sur:seedps,L.Hunt@surrey.ac.uk,"Surrey Energy Economics Centre (SEEC), School of Economics Discussion Papers (SEEDS)",http://www.seec.surrey.ac.uk,RePEc:edi:eesuruk,"Surrey Energy Economics Centre (SEEC), School of Economics, University of Surrey",ReDIF-Series 1.0
RePEc:sus:susphd,r.eke@sussex.ac.uk,Economics PhD Theses,http://www.sussex.ac.uk/economics,RePEc:edi:ecsusuk,"Department of Economics, University of Sussex",ReDIF-Series 1.0
RePEc:sve:wpaper,redazione.internet@mise.gov.it,Note di discussione  - MISE Working Papers,http://www.mise.gov.it,RePEc:edi:msegvit,MISE - Ministero dello Sviluppo Economico,ReDIF-Series 1.0
,,,,,,
RePEc:svk:wpaper,research@nbs.sk,Working and Discussion Papers,http://www.nbs.sk/en/publications-issued-by-the-nbs/working-papers,RePEc:edi:nbsgvsk,"Research Department, National Bank of Slovakia",ReDIF-Series 1.0
RePEc:svo:opaper,sarwar@cpd.org.bd,Southern Voice Occasional Paper,http://www.southernvoice.org,RePEc:edi:sovoibd,Southern Voice,ReDIF-Series 1.0
RePEc:svs:svssdt,vlazen@svs.cl,Serie de Documentos de Trabajo,,RePEc:edi:svsgvcl,Superintendencia de Valores y Seguros,ReDIF-Series 1.0
RePEc:swe:wpaper,hongyi@unsw.edu.au,Discussion Papers,http://www.economics.unsw.edu.au/,RePEc:edi:senswau,"School of Economics, The University of New South Wales",ReDIF-Series 1.0
RePEc:syb:wpbsba,artem.prokhorov@sydney.edu.au,Working Papers,http://sydney.edu.au/business/business_analytics,RePEc:edi:sbsydau,"University of Sydney Business School, Discipline of Business Analytics",ReDIF-Series 1.0
RePEc:syd:wpaper,vanessa.holcombe@sydney.edu.au,Working Papers,http://sydney.edu.au/arts/economics,RePEc:edi:deusyau,"University of Sydney, School of Economics",ReDIF-Series 1.0
RePEc:sym:journl,niccolo.gordini@unimib.it,Symphonya. Emerging Issues in Management,http://www.unimib.it/symphonya,,University of Milano-Bicocca,ReDIF-Series 1.0
RePEc:syn:wpser1,jhoudet@synergiz.fr,Working Papers,http://www.synergiz.fr/,,"Applied Research Division, Synergiz",ReDIF-Series 1.0
RePEc:sza:wpaper,mpvs@sun.ac.za,Working Papers,https://www.ekon.sun.ac.za,RePEc:edi:desunza,"Stellenbosch University, Department of Economics",ReDIF-Series 1.0
RePEc:szg:worpap,library@szgerzensee.ch,Working Papers,http://www.szgerzensee.ch/,,"Swiss National Bank, Study Center Gerzensee",ReDIF-Series 1.0
RePEc:tac:wpaper,anne.perrin@univ-pau.fr,Working Papers,http://catt.univ-pau.fr,RePEc:edi:capaufr,CATT - UPPA - UniversitÈ de Pau et des Pays de l'Adour,ReDIF-Series 1.0
RePEc:taf:rpanxx,Chris.Longhurst@tandf.co.uk,International Journal of Performance Analysis in Sport,http://www.tandfonline.com/RPAN20,,Taylor & Francis Journals,ReDIF-Series 1.0
,,,,,,
RePEc:tas:wpaper,valexeev@utas.edu.au,Working Papers,http://www.utas.edu.au/business-and-economics,RePEc:edi:dutasau,"University of Tasmania, Tasmanian School of Business and Economics",ReDIF-Series 1.0
RePEc:tax:taxsur,gaelle.garnier@ec.europa.eu,Taxation Survey,https://ec.europa.eu/taxation_customs/index_en.htm,RePEc:edi:dtcecbe,"Directorate General Taxation and Customs Union, European Commission",ReDIF-Series 1.0
RePEc:tbs:wpaper,aouani@iset.ge,Working Papers,http://www.iset.ge/,RePEc:edi:fetsuge,"International School of Economics at TSU, Tbilisi, Republic of Georgia",ReDIF-Series 1.0
RePEc:tcb:econot,ekonomi.notlari@tcmb.gov.tr,CBT Research Notes in Economics,http://www.tcmb.gov.tr,RePEc:edi:tcmgvtr,"Research and Monetary Policy Department, Central Bank of the Republic of Turkey",ReDIF-Series 1.0
RePEc:tcd:tcdceg,econsec@tcd.ie,CEG Working Papers,http://www.tcd.ie/Economics/,RePEc:edi:detcdie,"Trinity College Dublin, Department of Economics",ReDIF-Series 1.0
RePEc:tch:wpaper,christian.kulitza@wirtschaft.tu-chemnitz.de,Chemnitz Economic Papers,https://www.tu-chemnitz.de/wirtschaft/vwl1/RePEc/tch/,RePEc:edi:fwtucde,"Department of Economics, Chemnitz University of Technology",ReDIF-Series 1.0
RePEc:tcr:wpaper,tcer@mbs.sphere.ne.jp,Working Papers,http://tcer.or.jp/en/,RePEc:edi:tctokjp,Tokyo Center for Economic Research,ReDIF-Series 1.0
RePEc:tcu:wpaper,j.harvey@tcu.edu,Working Papers,http://www.econ.tcu.edu/,RePEc:edi:detcuus,"Texas Christian University, Department of Economics",ReDIF-Series 1.0
RePEc:tdt:annals,decan.fse@tibiscus.ro,Anale. Seria Stiinte Economice. Timisoara,http://fse.tibiscus.ro/,RePEc:edi:fettiro,"Faculty of Economics, Tibiscus University in Timisoara",ReDIF-Series 1.0
RePEc:tea:chaptr,john.lennon@teagasc.ie,Chapters from Rural Economic Development in Ireland,http://www.teagasc.ie/rural-economy/,RePEc:edi:reteaie,"Rural Economy and Development Programme,Teagasc",ReDIF-Series 1.0
RePEc:ted:wpaper,tedu@tedu.edu.tr,Working Paper,http://www.tedu.edu.tr/,RePEc:edi:trctetr,TED University,ReDIF-Series 1.0
RePEc:teg:journl,mail@nonpartisaneducation.org,Nonpartisan Education Review,http://www.nonpartisaneducation.org,RePEc:edi:tegrus,Nonpartisan Education Review,ReDIF-Series 1.0
RePEc:tei:journl,kostas@stergidis.com,International Journal of Business and Economic Sciences Applied Research (IJBESAR),http://ijbesar.teiemt.gr/,RePEc:edi:dbikagr,"Eastern Macedonia and Thrace Institute of Technology (EMATTECH), Kavala, Greece",ReDIF-Series 1.0
RePEc:tek:journl,ercan.uygur@gmail.com,Ekonomi-tek - International Economics Journal,http://www.tek.org.tr/,RePEc:edi:tekkkea,Turkish Economic Association,ReDIF-Series 1.0
RePEc:tem:wpaper,dimitris@temple.edu,DETU Working Papers,http://www.cla.temple.edu/economics/,RePEc:edi:edtemus,"Department of Economics, Temple University",ReDIF-Series 1.0
RePEc:ten:wpaper,jhollad3@utk.edu,Working Papers,http://econ.bus.utk.edu/,RePEc:edi:ecutkus,"University of Tennessee, Department of Economics",ReDIF-Series 1.0
RePEc:tep:teppwp,sylvain.chareyron@univ-paris-est.fr,TEPP Working Paper,,RePEc:edi:teppnfr,TEPP,ReDIF-Series 1.0
RePEc:ter:wpaper,gdibartolomeo@unite.it,wp.comunite,http://wp.comunite.it/,,"Department of Communication, University of Teramo",ReDIF-Series 1.0
RePEc:tex:carewp,caroline.thomas@austin.utexas.edu,CARE Working Papers,http://www.utexas.edu/cola/depts/economics/,RePEc:edi:deutxus,"The University of Texas at Austin, Center for Applied Research in Economics",ReDIF-Series 1.0
RePEc:the:publsh,martin.osborne@utoronto.ca,Theoretical Economics,http://econtheory.org,,Econometric Society,ReDIF-Series 1.0
RePEc:thk:wpaper,pmalaney@ineteconomics.org,Working Papers Series,http://www.ineteconomics.org,RePEc:edi:inetnus,Institute for New Economic Thinking,ReDIF-Series 1.0
RePEc:tho:iscthi,amontan@fthm.hr,Tourism and Hospitality Industry,http://www.fthm.uniri.hr/,,"University of Rijeka, Faculty of Tourism and Hospitality Management",ReDIF-Series 1.0
RePEc:tig:journl,oroianmaria@yahoo.com,"Academica Science Journal, Economica Series",,,"Dimitrie Cantemir University, Faculty of Economical Science",ReDIF-Series 1.0
RePEc:tik:wparch,hakon.normann@tik.uio.no,Working Papers Archives,http://www.tik.uio.no/Innovation,RePEc:edi:tkuiono,"Centre for Technology, Innovation and Culture, University of Oslo",ReDIF-Series 1.0
RePEc:tin:wpaper,discussionpapers@tinbergen.nl,Tinbergen Institute Discussion Papers,http://www.tinbergen.nl/,RePEc:edi:tinbenl,Tinbergen Institute,ReDIF-Series 1.0
RePEc:tir:wpaper,j.s.segal@uva.nl,Working Papers,http://www.tierweb.nl,,Top Institute for Evidence Based Education Research,ReDIF-Series 1.0
RePEc:tiu:tiuwor,R.J.H.A.Broekman@uvt.nl,WORC Paper,https://www.tilburguniversity.edu/,,"Tilburg University, Work and Organization Research Centre",ReDIF-Series 1.0
RePEc:tkk:dpaper,aleksandra.maslowska@utu.fi,Discussion Papers,http://ace-economics.fi,RePEc:edi:tukkkfi,Aboa Centre for Economics,ReDIF-Series 1.0
RePEc:tkp:fktm17,info@toknowpress.net,Fostering Knowledge Triange in Moldova: 2017 Conference Proceedings,http://www.triangle.md,,"Academy of Economic Studies of Moldova, Centre for Studies in European Integration",ReDIF-Series 1.0
RePEc:tky:jseres,cirje@e.u-tokyo.ac.jp,CIRJE J-Series,http://www.cirje.e.u-tokyo.ac.jp/index.html,RePEc:edi:ritokjp,"CIRJE, Faculty of Economics, University of Tokyo",ReDIF-Series 1.0
RePEc:tmu:journl,mihmariusiulian@gmail.com,Revista MegaByte,http://megabyte.utm.ro/,RePEc:tmu:degraus,"Titu Maiorescu University, Department of Computer Sciences and Economical Sciences",ReDIF-Series 1.0
RePEc:tob:wpaper,ismail.saglam@etu.edu.tr,Working Papers,http://ikt.web.etu.edu.tr/,RePEc:edi:ibetutr,"TOBB University of Economics and Technology, Department of Economics",ReDIF-Series 1.0
RePEc:toh:dssraa,tour@grp.tohoku.ac.jp,DSSR Discussion Papers,http://www.econ.tohoku.ac.jp/econ/english/index.html,RePEc:edi:fetohjp,"Graduate School of Economics and Management, Tohoku University",ReDIF-Series 1.0
RePEc:tor:tecipa,repec-maintainer@economics.utoronto.ca,Working Papers,,,"University of Toronto, Department of Economics",ReDIF-Series 1.0
RePEc:tou:journl,ch.vanhuffel@univ-tln.fr,Region et Developpement,http://regionetdeveloppement.org/,RePEc:edi:letlnfr,"Region et Developpement, LEAD, Universite du Sud - Toulon Var",ReDIF-Series 1.0
RePEc:tov:dsiess,mario.risso@uniroma2.it,DSI Essays Series,,RePEc:edi:dirotit,DSI - Dipartimento di Studi sull'Impresa,ReDIF-Series 1.0
RePEc:tow:wpaper,jjung@towson.edu,Working Papers,http://www.towson.edu/cbe/departments/economics/,RePEc:edi:detowus,"Towson University, Department of Economics",ReDIF-Series 1.0
RePEc:tpe:jtecpo,baum@bc.edu,Journal of Transport Economics and Policy,http://www.bath.ac.uk/e-journals/jtep,,University of Bath,ReDIF-Series 1.0
RePEc:tpr:amjhec,kwaites@mit.edu,American Journal of Health Economics,http://mitpress.mit.edu/journals/,,MIT Press,ReDIF-Series 1.0
RePEc:tra:jlabre,baum@bc.edu,Journal of Labor Research,http://transactionpub.metapress.com/link.asp?target=journal&id=110581,,Transaction Publishers,ReDIF-Series 1.0
RePEc:trb:rpaper,s.scoglio@latrobe.edu.au,Research Papers,http://www.latrobe.edu.au/economics,RePEc:edi:sblatau,"School of Economics, La Trobe University",ReDIF-Series 1.0
RePEc:trc:journl,drgobinherani@timesresearchconsultant.com,Journal of Management for Global Sustainable Development,,RePEc:edi:jrtrcpk,Times Research Consultant (TRC),ReDIF-Series 1.0
RePEc:trd:journl,sabbaghi@toroudshomal.com,International Journal of Resistive Economics,http://oajre.ir/RePEc/trd/,,Toroudshomal Research-Industrial Company,ReDIF-Series 1.0
RePEc:tre:wpaper,perini@units.it,Working Papers DEAMS,,RePEc:edi:detriit,"DEAMS - Dipartimento di Scienze Economiche, Aziendali, Matematiche e Statistiche ""Bruno de Finetti""",ReDIF-Series 1.0
RePEc:trf:wpaper,sfb-tr15@vwl.uni-muenchen.de,Discussion Paper Series of SFB/TR 15 Governance and the Efficiency of Economic Systems,http://www.sfbtr15.de/,RePEc:edi:vfmunde,"Free University of Berlin, Humboldt University of Berlin, University of Bonn, University of Mannheim, University of Munich",ReDIF-Series 1.0
RePEc:tri:wpaper,joshua.stillwagon@trincoll.edu,Working Papers,http://www.trincoll.edu/Academics/MajorsAndMinors/Economics/Pages/default.aspx,RePEc:edi:edtrius,"Trinity College, Department of Economics",ReDIF-Series 1.0
RePEc:trn:utwprg,roberto.gabriele@unitn.it,DEM Working Papers,http://www.unitn.it/economia,RePEc:edi:detreit,Department of Economics and Management,ReDIF-Series 1.0
RePEc:trp:01jefa,info@tripaledu.com,Journal of Economics and Financial Analysis,,RePEc:trp:tripal,Tripal Publishing House,ReDIF-Series 1.0
RePEc:trr:wpaper,neuenkirch@uni-trier.de,Research Papers in Economics,http://www.uni-trier.de/index.php?id=2118,RePEc:edi:petride,"University of Trier, Department of Economics",ReDIF-Series 1.0
RePEc:trt:rockwp,loris.gaio@unitn.it,ROCK Working Papers,http://www.unitn.it/disa,RePEc:edi:ditreit,"Department of Computer and Management Sciences,",ReDIF-Series 1.0
RePEc:tsa:wpaper,Eduardo.Salinas@utsa.edu,Working Papers,http://business.utsa.edu/wps,RePEc:edi:cbutsus,"College of Business, University of Texas at San Antonio",ReDIF-Series 1.0
RePEc:tse:iastwp,com@tse-fr.eu,IAST Working Papers,,RePEc:edi:iasttfr,Institute for Advanced Study in Toulouse (IAST),ReDIF-Series 1.0
RePEc:tsj:stbull,lgilmore@stata.com,Stata Technical Bulletin,http://stata-press.com/journals/stbj.html,,StataCorp LP,ReDIF-Series 1.0
RePEc:tsu:tewpjp,kurokawa.yoshi.fw@u.tsukuba.ac.jp,Tsukuba Economics Working Papers,http://www.econ.tsukuba.ac.jp/,RePEc:edi:iptsujp,"Economics, Graduate School of Humanities and Social Sciences, University of Tsukuba",ReDIF-Series 1.0
RePEc:tsy:journl,webmaster@treasury.gov.au,Economic Roundup,http://www.treasury.gov.au,RePEc:edi:trgovau,"The Treasury, Australian Government",ReDIF-Series 1.0
RePEc:tth:wpaper,oliver.lillepruun@neti.ee,The Other Canon Foundation and Tallinn University of Technology Working Papers in Technology Governance and Economic Dynamics,http://www.ttu.ee/hum,RePEc:edi:ahittee,TUT Ragnar Nurkse School of Innovation and Governance,ReDIF-Series 1.0
RePEc:ttp:iibwps,riib@rotman.utoronto.ca,Working Papers Series,http://www-2.rotman.utoronto.ca/riib,RePEc:edi:iitorca,"Rotman Institute for International Business, Joseph L. Rotman School of Management, University of Toronto",ReDIF-Series 1.0
RePEc:ttu:rebcee,anneli.kalm@ttu.ee,Research in Economics and Business: Central and Eastern Europe,http://majandus.ttu.ee,RePEc:edi:fettuee,"Tallinn School of Economics and Business Administration, Tallinn University of Technology",ReDIF-Series 1.0
RePEc:tua:journl,vouldis@gmail.com,Journal of Economic Analysis,,RePEc:edi:ltntugr,National Technical University of Athens,ReDIF-Series 1.0
RePEc:tuc:tucewp,jkk@tu-clausthal.de,TUC Working Papers in Economics,http://www.wiwi.tu-clausthal.de/abteilungen/volkswirtschaftslehre/,RePEc:edi:avtucde,"Abteilung f¸r Volkswirtschaftslehre, Technische Universit‰t Clausthal (Department of Economics, Technical University Clausthal)",ReDIF-Series 1.0
RePEc:tuf:tuftec,caroline.kalogeropoulos@tufts.edu,"Discussion Papers Series, Department of Economics, Tufts University",http://ase.tufts.edu/economics,,"Department of Economics, Tufts University",ReDIF-Series 1.0
RePEc:tuk:qipqip,matus.horvath@tuke.sk,Quality Innovation Prosperity,,,"Technical University of Ko≈°ice, Department of integrated management",ReDIF-Series 1.0
RePEc:tul:ceqwps,nlustig@tulane.edu,Commitment to Equity (CEQ) Working Paper Series,http://econ.tulane.edu,RePEc:edi:detulus,"Tulane University, Department of Economics",ReDIF-Series 1.0
RePEc:tum:efefef,simon.wahl@wi.tum.de,EF Working Paper Series,,,"DtA chair in Entrepreneurial Finance, Munich University of Technology, Germany",ReDIF-Series 1.0
RePEc:tur:wpapnw,simone.pellegrino@unito.it,Working papers,http://www.biblioecon.unito.it/biblioservizi/,RePEc:edi:dstorit,"Department of Economics and Statistics (Dipartimento di Scienze Economico-Sociali e Matematico-Statistiche), University of Torino",ReDIF-Series 1.0
RePEc:tut:cccrwp,helene.coda@univ-rennes1.fr,Economics Working Paper from Condorcet Center for political Economy at CREM-CNRS,http://www.condorcet-center.fr,RePEc:edi:cccrmfr,Condorcet Center for political Economy,ReDIF-Series 1.0
RePEc:tuz:journl,senad.celikovic@untz.ba,Economic Review: Journal of Economics and Business,http://www.ef.untz.ba,RePEc:edi:efutzba,"University of Tuzla, Faculty of Economics",ReDIF-Series 1.0
RePEc:twi:respas,govtvan@twi-kreuzlingen.ch,TWI Research Paper Series,http://www.twi-kreuzlingen.ch/,RePEc:edi:twikrch,"Thurgauer Wirtschaftsinstitut, UniversitÔøΩt Konstanz",ReDIF-Series 1.0
RePEc:txa:wpaper,papanyan@uta.edu,Working Papers,http://economics.uta.edu/,RePEc:edi:deutaus,"University of Texas at Arlington, Department of Economics",ReDIF-Series 1.0
RePEc:txm:wpaper,pbento@tamu.edu,Working Papers,http://econ.tamu.edu,RePEc:edi:detamus,"Texas A&M University, Department of Economics",ReDIF-Series 1.0
RePEc:uab:wprdea,miquel.colobran@uab.es,Working Papers,,RePEc:edi:dauabes,Department of Applied Economics at Universitat Autonoma of Barcelona,ReDIF-Series 1.0
RePEc:uac:somwps,r.taborda@uniandes.edu.co,Galeras. Working Papers Series,https://administracion.uniandes.edu.co,RePEc:edi:faandco,Universidad de Los Andes. Facultad de AdministraciÛn. School of Management,ReDIF-Series 1.0
RePEc:uae:soceng,iaes@uah.es,Journal of Socioeconomic Engineering,http://www.iaes.es,RePEc:edi:seuahes,Instituto Universitario de An·lisis EconÛmico y Social,ReDIF-Series 1.0
RePEc:uai:wpaper,claudio.agostini@uai.cl,Working Papers,http://www.uai.cl/RePEc/uai,RePEc:edi:ipuaicl,"Adolfo Ib·Òez University, School of Government",ReDIF-Series 1.0
RePEc:uam:wpapeh,patricio.saiz@uam.es,Working Papers in Economic History,http://www.uam.es/departamentos/economicas/analecon/default.html,RePEc:edi:dauames,"Universidad AutÛnoma de Madrid (Spain), Department of Economic Analysis (Economic Theory and Economic History)",ReDIF-Series 1.0
RePEc:ubc:clssrn,Vivian.Tran@ubc.ca,CLSSRN working papers,http://www.clsrn.econ.ubc.ca/,,Vancouver School of Economics,ReDIF-Series 1.0
RePEc:ube:dpvwib,silvia.glusstein-gerber@vwi.unibe.ch,Diskussionsschriften,http://www.vwi.unibe.ch/content/publikationen/index_eng.html,RePEc:edi:vwibech,"Universitaet Bern, Departement Volkswirtschaft",ReDIF-Series 1.0
RePEc:ubi:deawps,xisco.oliver@uib.es,DEA Working Papers,http://www.uib.es/depart/deaweb/,RePEc:edi:dauibes,"Universitat de les Illes Balears, Departament d'EconomÌa Aplicada",ReDIF-Series 1.0
RePEC:ubs:wpaper,galizzi@eco.unibs.it,Working Papers,http://www.unibs.it/atp/page.1019.0.0.0.atp?node=224,RePEc:edi:febreit,"University of Brescia, Department of Economics",ReDIF-Series 1.0
RePEc:uca:ucaiel,lucia.padovani@sp.unipmn.it,IEL Working Papers,http://polis.unipmn.it,,Institute of Public Policy and Public Choice - POLIS,ReDIF-Series 1.0
RePEc:ucb:calbrf,baum@bc.edu,Research Program in Finance Working Papers,,,,ReDIF-Series 1.0
RePEc:ucc:reveco,tonyvela@ucc.mx,Revista Observatorio Calasanz,,RePEc:edi:ceuccmx,"Universidad Cristobal Colon, Dpto. de Investigacion y Posgrado",ReDIF-Series 1.0
RePEc:ucd:wpaper,gearytech@ucd.ie,Working Papers,http://www.ucd.ie/geary/,RePEc:edi:geucdie,"Geary Institute, University College Dublin",ReDIF-Series 1.0
RePEc:uce:wpaper,mcosorio@unicef.org,Working papers,http://www.unicef.org,,"UNICEF,Division of Policy and Strategy",ReDIF-Series 1.0
RePEc:ucf:remore,pfaustini@unicef.org,Regional Monitoring Report,,,,ReDIF-Series 1.0
RePEc:ucg:wpaper,cgeh@uu.nl,Working Papers,http://www.cgeh.nl,RePEc:edi:cgeuunl,"Utrecht University, Centre for Global Economic History",ReDIF-Series 1.0
RePEc:ucm:reveco,buc_cee@ucm.es,REVESCO: Revista de estudios cooperativos,http://revistas.ucm.es/index.php/REVE/,RePEc:edi:feucmes,"Universidad Complutense de Madrid, Facultad de Ciencias EconÛmicas y Empresariales, Escuela de Estudios Cooperativos",ReDIF-Series 1.0
RePEc:ucn:oapubs,nicolas.clifton@ucd.ie,Open Access publications,http://www.ucd.ie/economics,RePEc:edi:educdie,"School of Economics, University College Dublin",ReDIF-Series 1.0
RePEc:ucp:mresec,pubtech@press.uchicago.edu,Marine Resource Economics,http://www.journals.uchicago.edu/MRE/,,University of Chicago Press,ReDIF-Series 1.0
RePEc:ucr:wpaper,kelvin.mac@ucr.edu,Working Papers,http://economics.ucr.edu,RePEc:edi:deucrus,"University of California at Riverside, Department of Economics",ReDIF-Series 1.0
RePEc:uct:ctecon,steven.lanza@uconn.edu,The Connecticut Economy,http://www.humanrights.uconn.edu/,RePEc:edi:deuctus,"University of Connecticut, Department of Economics",ReDIF-Series 1.0
RePEc:ucv:wpaper,daniel.goya@pucv.cl,Working Papers,http://ene.pucv.cl,RePEc:edi:enucvcl,"Escuela de Negocios y EconomÌa, Pontificia Universidad CatÛlica de ValparaÌso",ReDIF-Series 1.0
RePEc:ucw:counst,gbreglia@ucw-project.org,UCW Country Studies,http://www.ucw-project.org,RePEc:edi:ucwunit,Understanding Children's Work (UCW Project),ReDIF-Series 1.0
RePEc:ucy:cypeua,ziros@ucy.ac.cy,University of Cyprus Working Papers in Economics,http://www.ucy.ac.cy/econ/en,,University of Cyprus Department of Economics,ReDIF-Series 1.0
RePEc:udb:wpaper,econo@u.washington.edu,Working Papers,http://www.econ.washington.edu/,RePEc:edi:deuwaus,"University of Washington, Department of Economics",ReDIF-Series 1.0
RePEc:udc:wpaper,mkarnani@fen.uchile.cl,Working Papers,http://www.econ.uchile.cl/,RePEc:edi:deuclcl,"University of Chile, Department of Economics",ReDIF-Series 1.0
RePEc:ude:doctra,hector.pastori@cienciassociales.edu.uy,Documentos de trabajo,http://cienciassociales.edu.uy/unidadmultidisciplinaria/secciones/programa-de-historia-economica-y-social/,RePEc:ude:herauuy,"Programa de Historia EconÛmica, FCS, Udelar",ReDIF-Series 1.0
RePEc:udf:wpaper,alberto.benati@unife.it,Working Papers,http://dipem.economia.unife.it/,RePEc:edi:deferit,"University of Ferrara, Department of Economics",ReDIF-Series 1.0
RePEc:udg:wpeudg,germa.coenders@udg.es,"Working Papers of the Department of Economics, University of Girona",http://www.udg.edu/depec,RePEc:edi:deudges,"Department of Economics, University of Girona",ReDIF-Series 1.0
RePEc:udp:journl,lc.ortigueiras@up.edu.pe,Journal of Business,http://journalofbusiness.up.edu.pe,,Universidad del Pac√≠fico - University of the Pacific Lima (Peru),ReDIF-Series 1.0
RePEc:uds:wpaper,Carlos.Cortes-Zea@univ-paris1.fr,Working Papers,https://umr-developpement-societes.univ-paris1.fr/menu-haut/publications/working-papers-ds/,RePEc:edi:udsp1fr,"Universit√© Paris 1 Panth√©on Sorbonne, UMR D√©veloppement et Soci√©t√©s",ReDIF-Series 1.0
RePEc:udt:wpecon,economia@utdt.edu,Department of Economics Working Papers,http://www.utdt.edu/ver_contenido.php?id_contenido=439&id_item_menu=568,RePEc:edi:deutdar,Universidad Torcuato Di Tella,ReDIF-Series 1.0
RePEc:uea:ueaccp,D.Reader@uea.ac.uk,"Working Paper series, University of East Anglia, Centre for Competition Policy (CCP)",http://www.competition-policy.ac.uk,RePEc:edi:esueauk,"Centre for Competition Policy, University of East Anglia, Norwich, UK.",ReDIF-Series 1.0
RePEc:uem:journl,gr.gillich@uem.ro,"Analele Universitatii ""Eftimie Murgu"" Resita Fascicola de Inginerie",,RePEc:edi:feuemro,"""Eftimie Murgu"" University of Resita",ReDIF-Series 1.0
RePEc:ufb:rpaper,monsueto@ufg.br,REOESTE - Revista de Economia do Centro-Oeste,http://www.revistas.ufg.br/index.php/reoeste,RePEc:edi:ecufgbr,Nepec - Curso de Ciencias Economicas da Universidade Federal de Goias - FACE,ReDIF-Series 1.0
RePEc:ufg:quecon,luca.grilli@unifg.it,Working Papers - Dipartimento di Economia - Universit‡ degli Studi di Foggia,http://www.economia.unifg.it,RePEc:edi:fefogit,"Dipartimento Economia, Universita' di Foggia",ReDIF-Series 1.0
RePEc:ufl:wpaper,adamsjonathan@ufl.edu,Working Papers,https://economics.clas.ufl.edu/,RePEc:edi:eduflus,"University of Florida, Department of Economics",ReDIF-Series 1.0
RePEc:ufp:wpaper,csousa@ufp.edu.pt,Working Papers,http://www.ufp.pt,RePEc:ufp,Universidade Fernando Pessoa,ReDIF-Series 1.0
RePEc:ugm:wpaper,salim.fauzanul.i@mail.ugm.ac.id,Universitas Gadjah Mada Working Papers on Islamic Economics and Business,http://www.pkebs.feb.ugm.ac.id,RePEc:edi:pkugmid,"Universitas Gadjah Mada, Faculty of Economics and Business",ReDIF-Series 1.0
RePEc:uia:iowaec,john-solow@uiowa.edu,Working Papers,,,,ReDIF-Series 1.0
RePEc:uib:bereco,bjorn.sandvik@econ.uib.no,Working paper Series,,RePEc:edi:iouibno,"Department of Economics, University of Bergen",ReDIF-Series 1.0
RePEc:uic:wpaper,pablo.cotler@uia.mx,Working Papers,http://www.iberoeconomia.mx,RePEc:edi:eduiamx,"Universidad Iberoamericana, Department of Economics",ReDIF-Series 1.0
RePEc:uis:wpaper,g.j.heimeriks@uu.nl,Innovation Studies Utrecht (ISU) working paper series,http://www.uu.nl/faculty/geosciences/EN/research/institutesandgroups/researchinstitutes/copernicusinstitute/research/Innovation/Pages/default.aspx,,"Utrecht University, Department of Innovation Studies",ReDIF-Series 1.0
